date,wc,aow
2018-06-10,391.460,33.067
2018-06-11,391.450,32.876
2018-06-12,391.460,33.067
2018-06-13,391.470,33.258
2018-06-14,391.490,33.642
2018-06-15,391.500,33.835
2018-06-16,391.500,33.835
2018-06-17,391.510,34.028
2018-06-18,391.530,34.417
2018-06-19,391.550,34.807
2018-06-20,391.570,35.199
2018-06-21,391.550,34.807
2018-06-22,391.580,35.396
2018-06-23,391.600,35.791
2018-06-24,391.600,35.791
2018-06-25,391.610,35.990
2018-06-26,391.630,36.388
2018-06-27,391.610,35.990
2018-06-28,391.620,36.188
2018-06-29,391.630,36.388
2018-06-30,391.610,35.990
2018-07-01,391.630,36.388
2018-07-02,391.610,35.990
2018-07-03,391.590,35.593
2018-07-04,391.590,35.593
2018-07-05,391.580,35.396
2018-07-06,391.550,34.807
2018-07-07,391.550,34.807
2018-07-08,391.550,34.807
2018-07-09,391.550,34.807
2018-07-10,391.550,34.807
2018-07-11,391.570,35.199
2018-07-12,391.590,35.593
2018-07-13,391.600,35.791
2018-07-14,391.620,36.188
2018-07-15,391.630,36.388
2018-07-16,391.630,36.388
2018-07-17,391.630,36.388
2018-07-18,391.630,36.388
2018-07-19,391.640,36.588
2018-07-20,391.650,36.788
2018-07-21,391.670,37.190
2018-07-22,391.690,37.595
2018-07-23,391.700,37.797
2018-07-24,391.710,38.001
2018-07-25,391.730,38.409
2018-07-26,391.720,38.205
2018-07-27,391.710,38.001
2018-07-28,391.690,37.595
2018-07-29,391.680,37.392
2018-07-30,391.670,37.190
2018-07-31,391.640,36.588
2018-08-01,391.620,36.188
2018-08-02,391.560,35.003
2018-08-03,391.600,35.791
2018-08-04,391.580,35.396
2018-08-05,391.570,35.199
2018-08-06,391.580,35.396
2018-08-07,391.610,35.990
2018-08-08,391.610,35.990
2018-08-09,391.630,36.388
2018-08-10,391.670,37.190
2018-08-11,391.690,37.595
2018-08-12,391.680,37.392
2018-08-13,391.710,38.001
2018-08-14,391.720,38.205
2018-08-15,391.700,37.797
2018-08-16,391.680,37.392
2018-08-17,391.660,36.989
2018-08-18,391.660,36.989
2018-08-19,391.660,36.989
2018-08-20,391.800,39.854
2018-08-21,391.710,38.001
2018-08-22,391.690,37.595
2018-08-23,391.590,35.593
2018-08-24,391.590,35.593
2018-08-25,391.580,35.396
2018-08-26,391.570,35.199
2018-08-27,391.540,34.612
2018-08-28,391.510,34.028
2018-08-29,391.490,33.642
2018-08-30,391.470,33.258
2018-08-31,391.460,33.067
2018-09-01,391.430,32.496
2018-09-02,391.450,32.876
2018-09-03,391.450,32.876
2018-09-04,391.430,32.496
2018-09-05,391.400,31.929
2018-09-06,391.400,31.929
2018-09-07,391.390,31.741
2018-09-08,391.430,32.496
2018-09-09,391.450,32.876
2018-09-10,391.520,34.222
2018-09-11,391.580,35.396
2018-09-12,391.590,35.593
2018-09-13,391.580,35.396
2018-09-14,391.560,35.003
2018-09-15,391.600,35.791
2018-09-16,391.610,35.990
2018-09-17,391.590,35.593
2018-09-18,391.600,35.791
2018-09-19,391.680,37.392
2018-09-20,391.730,38.409
2018-09-21,391.750,38.819
2018-09-22,391.820,40.271
2018-09-23,391.870,41.323
2018-09-24,391.900,41.960
2018-09-25,391.870,41.323
2018-09-26,391.860,41.111
2018-09-27,391.880,41.534
2018-09-28,391.870,41.323
2018-09-29,391.860,41.111
2018-09-30,391.840,40.690
2018-10-01,391.820,40.271
2018-10-02,391.810,40.062
2018-10-03,391.990,43.898
2018-10-04,392.170,47.896
2018-10-05,392.230,49.265
2018-10-06,392.290,50.652
2018-10-07,392.280,50.419
2018-10-08,392.250,49.725
2018-10-09,392.200,48.578
2018-10-10,392.210,48.807
2018-10-11,392.160,47.670
2018-10-12,392.110,46.545
2018-10-13,392.070,45.655
2018-10-14,392.030,44.772
2018-10-15,392.000,44.116
2018-10-16,391.980,43.681
2018-10-17,391.980,43.681
2018-10-18,391.990,43.898
2018-10-19,392.000,44.116
2018-10-20,392.010,44.334
2018-10-21,392.000,44.116
2018-10-22,392.050,45.213
2018-10-23,392.050,45.213
2018-10-24,392.060,45.434
2018-10-25,392.090,46.099
2018-10-26,392.080,45.877
2018-10-27,392.110,46.545
2018-10-28,392.100,46.322
2018-10-29,392.100,46.322
2018-10-30,392.080,45.877
2018-10-31,392.050,45.213
2018-11-01,392.050,45.213
2018-11-02,392.030,44.772
2018-11-03,392.050,45.213
2018-11-04,392.000,44.116
2018-11-05,392.000,44.116
2018-11-06,392.000,44.116
2018-11-07,392.000,44.116
2018-11-08,392.000,44.116
2018-11-09,392.000,44.116
2018-11-10,391.980,43.681
2018-11-11,391.980,43.681
2018-11-12,391.990,43.898
2018-11-13,391.970,43.464
2018-11-14,391.960,43.247
2018-11-15,391.950,43.032
2018-11-16,391.950,43.032
2018-11-17,391.940,42.816
2018-11-18,391.930,42.601
2018-11-19,391.920,42.387
2018-11-20,391.910,42.173
2018-11-21,391.900,41.960
2018-11-22,391.890,41.747
2018-11-23,391.890,41.747
2018-11-24,391.850,40.900
2018-11-25,391.840,40.690
2018-11-26,391.830,40.480
2018-11-27,391.820,40.271
2018-11-28,391.810,40.062
2018-11-29,391.810,40.062
2018-11-30,391.810,40.062
2018-12-01,391.810,40.062
2018-12-02,391.810,40.062
2018-12-03,391.800,39.854
2018-12-04,391.800,39.854
2018-12-05,391.800,39.854
2018-12-06,391.750,38.819
2018-12-07,391.790,39.646
2018-12-08,391.790,39.646
2018-12-09,391.790,39.646
2018-12-10,391.780,39.438
2018-12-11,391.770,39.231
2018-12-12,391.770,39.231
2018-12-13,391.780,39.438
2018-12-14,391.780,39.438
2018-12-15,391.780,39.438
2018-12-16,391.780,39.438
2018-12-17,391.770,39.231
2018-12-18,391.770,39.231
2018-12-19,391.750,38.819
2018-12-20,391.750,38.819
2018-12-21,391.750,38.819
2018-12-22,391.750,38.819
2018-12-23,391.750,38.819
2018-12-24,391.710,38.001
2018-12-25,391.700,37.797
2018-12-26,391.690,37.595
2018-12-27,391.680,37.392
2018-12-28,391.670,37.190
2018-12-29,391.650,36.788
2018-12-30,391.650,36.788
2018-12-31,391.630,36.388
2019-01-01,391.630,36.388
2019-01-02,391.630,36.388
2019-01-03,391.620,36.188
2019-01-04,391.610,35.990
2019-01-05,391.590,35.593
2019-01-06,391.580,35.396
2019-01-07,391.570,35.199
2019-01-08,391.570,35.199
2019-01-09,391.610,35.990
2019-01-10,391.620,36.188
2019-01-11,391.620,36.188
2019-01-12,391.630,36.388
2019-01-13,391.630,36.388
2019-01-14,391.630,36.388
2019-01-15,391.630,36.388
2019-01-16,391.640,36.588
2019-01-17,391.640,36.588
2019-01-18,391.640,36.588
2019-01-19,391.640,36.588
2019-01-20,391.640,36.588
2019-01-21,391.640,36.588
2019-01-22,391.640,36.588
2019-01-23,391.640,36.588
2019-01-24,391.630,36.388
2019-01-25,391.630,36.388
2019-01-26,391.630,36.388
2019-01-27,391.630,36.388
2019-01-28,391.620,36.188
2019-01-29,391.620,36.188
2019-01-30,391.620,36.188
2019-01-31,391.610,35.990
2019-02-01,391.610,35.990
2019-02-02,391.610,35.990
2019-02-03,391.610,35.990
2019-02-04,391.580,35.396
2019-02-05,391.570,35.199
2019-02-06,391.550,34.807
2019-02-07,391.530,34.417
2019-02-08,391.510,34.028
2019-02-09,391.490,33.642
2019-02-10,391.470,33.258
2019-02-11,391.430,32.496
2019-02-12,391.390,31.741
2019-02-13,391.360,31.181
2019-02-14,391.360,31.181
2019-02-15,391.350,30.995
2019-02-16,391.340,30.809
2019-02-17,391.330,30.624
2019-02-18,391.310,30.256
2019-02-19,391.300,30.073
2019-02-20,391.290,29.890
2019-02-21,391.280,29.708
2019-02-22,391.270,29.526
2019-02-23,391.260,29.344
2019-02-24,391.250,29.164
2019-02-25,391.250,29.164
2019-02-26,391.230,28.803
2019-02-27,391.230,28.803
2019-02-28,391.220,28.624
2019-03-01,391.210,28.445
2019-03-02,391.200,28.267
2019-03-03,391.190,28.089
2019-03-04,391.190,28.089
2019-03-05,391.170,27.735
2019-03-06,391.160,27.558
2019-03-07,391.090,26.338
2019-03-08,391.030,25.311
2019-03-09,390.990,24.637
2019-03-10,390.970,24.302
2019-03-11,390.970,24.302
2019-03-12,390.950,23.970
2019-03-13,390.940,23.805
2019-03-14,390.940,23.805
2019-03-15,390.930,23.640
2019-03-16,390.920,23.476
2019-03-17,390.910,23.312
2019-03-18,390.910,23.312
2019-03-19,390.910,23.312
2019-03-20,390.890,22.986
2019-03-21,390.880,22.823
2019-03-22,390.880,22.823
2019-03-23,390.870,22.661
2019-03-24,390.860,22.500
2019-03-25,390.860,22.500
2019-03-26,390.840,22.179
2019-03-27,390.730,20.448
2019-03-28,390.840,22.179
2019-03-29,390.830,22.019
2019-03-30,390.830,22.019
2019-03-31,390.810,21.701
2019-04-01,390.810,21.701
2019-04-02,390.790,21.384
2019-04-03,390.780,21.227
2019-04-04,390.780,21.227
2019-04-05,390.770,21.070
2019-04-06,390.700,19.986
2019-04-07,390.650,19.227
2019-04-08,390.620,18.777
2019-04-09,390.610,18.628
2019-04-10,390.610,18.628
2019-04-11,390.600,18.480
2019-04-12,390.570,18.038
2019-04-13,390.570,18.038
2019-04-14,390.570,18.038
2019-04-15,390.560,17.892
2019-04-16,390.550,17.746
2019-04-17,390.550,17.746
2019-04-18,390.540,17.600
2019-04-19,390.530,17.456
2019-04-20,390.520,17.311
2019-04-21,390.510,17.167
2019-04-22,390.520,17.311
2019-04-23,390.520,17.311
2019-04-24,390.510,17.167
2019-04-25,390.500,17.024
2019-04-26,390.490,16.881
2019-04-27,390.470,16.597
2019-04-28,390.450,16.315
2019-04-29,390.440,16.174
2019-04-30,390.440,16.174
2019-05-01,390.430,16.034
2019-05-02,390.430,16.034
2019-05-03,390.420,15.895
2019-05-04,390.400,15.618
2019-05-05,390.400,15.618
2019-05-06,390.390,15.480
2019-05-07,390.380,15.343
2019-05-08,390.320,14.529
2019-05-09,390.290,14.129
2019-05-10,390.280,13.997
2019-05-11,390.270,13.865
2019-05-12,390.270,13.865
2019-05-13,390.250,13.602
2019-05-14,390.260,13.733
2019-05-15,390.250,13.602
2019-05-16,390.250,13.602
2019-05-17,390.240,13.472
2019-05-18,390.240,13.472
2019-05-19,390.230,13.342
2019-05-20,390.230,13.342
2019-05-21,390.230,13.342
2019-05-22,390.210,13.084
2019-05-23,390.210,13.084
2019-05-24,390.190,12.828
2019-05-25,390.190,12.828
2019-05-26,390.190,12.828
2019-05-27,390.210,13.084
2019-05-28,390.190,12.828
2019-05-29,390.180,12.700
2019-05-30,390.190,12.828
2019-05-31,390.180,12.700
2019-06-01,390.200,12.956
2019-06-02,390.190,12.828
2019-06-03,390.180,12.700
2019-06-04,390.180,12.700
2019-06-05,390.170,12.574
2019-06-06,390.160,12.447
2019-06-07,390.150,12.321
2019-06-08,390.140,12.196
2019-06-09,390.130,12.071
2019-06-10,390.120,11.947
2019-06-11,390.110,11.823
2019-06-12,390.110,11.823
2019-06-13,390.100,11.700
2019-06-14,390.100,11.700
2019-06-15,390.120,11.947
2019-06-16,390.100,11.700
2019-06-17,390.090,11.577
2019-06-18,390.080,11.454
2019-06-19,390.080,11.454
2019-06-20,390.080,11.454
2019-06-21,390.070,11.333
2019-06-22,390.060,11.211
2019-06-23,390.060,11.211
2019-06-24,390.040,10.970
2019-06-25,390.040,10.970
2019-06-26,390.040,10.970
2019-06-27,390.030,10.850
2019-06-28,390.020,10.731
2019-06-29,390.010,10.612
2019-06-30,390.000,10.494
2019-07-01,390.000,10.494
2019-07-02,390.000,10.494
2019-07-03,390.000,10.494
2019-07-04,389.970,10.494
2019-07-05,389.970,10.141
2019-07-06,389.970,10.141
2019-07-07,389.970,10.141
2019-07-08,389.960,10.141
2019-07-09,389.960,10.025
2019-07-10,389.960,10.025
2019-07-11,389.940,9.794
2019-07-12,389.950,9.909
2019-07-13,389.940,9.794
2019-07-14,389.930,9.679
2019-07-15,389.930,9.679
2019-07-16,389.920,9.565
2019-07-17,389.920,9.565
2019-07-18,389.900,9.451
2019-07-19,389.900,9.337
2019-07-20,389.890,9.337
2019-07-21,389.890,9.225
2019-07-22,389.880,9.112
2019-07-23,389.870,9.000
2019-07-24,389.910,9.451
2019-07-25,389.900,9.337
2019-07-26,389.910,9.451
2019-07-27,389.930,9.679
2019-07-28,389.950,9.794
2019-07-29,389.940,9.794
2019-07-30,389.940,9.794
2019-07-31,389.950,9.909
2019-08-01,390.010,10.612
2019-08-02,390.030,10.850
2019-08-03,390.050,11.090
2019-08-04,390.080,11.454
2019-08-05,390.190,12.828
2019-08-06,390.290,14.129
2019-08-07,390.360,15.069
2019-08-08,390.400,15.618
2019-08-09,390.430,16.034
2019-08-10,390.460,17.024
2019-08-11,390.550,17.746
2019-08-12,390.600,18.480
2019-08-13,390.670,19.529
2019-08-14,390.710,20.140
2019-08-15,390.750,20.758
2019-08-16,390.800,21.542
2019-08-17,390.870,22.661
2019-08-18,390.910,23.312
2019-08-19,390.960,24.136
2019-08-20,390.990,24.637
2019-08-21,391.040,25.481
2019-08-22,391.060,25.822
2019-08-23,391.080,26.165
2019-08-24,391.230,28.803
2019-08-25,391.430,31.367
2019-08-26,391.490,33.642
2019-08-27,391.560,35.003
2019-08-28,391.620,36.188
2019-08-29,391.680,37.392
2019-08-30,391.710,38.001
2019-08-31,391.780,39.438
2019-09-01,391.900,41.111
2019-09-02,391.930,42.601
2019-09-03,391.990,43.898
2019-09-04,391.990,43.898
2019-09-05,391.950,43.032
2019-09-06,391.930,42.601
2019-09-07,391.900,41.747
2019-09-08,391.900,41.960
2019-09-09,391.900,41.960
2019-09-10,391.880,41.534
2019-09-11,391.870,41.323
2019-09-12,391.850,40.900
2019-09-13,391.830,40.480
2019-09-14,391.820,40.271
2019-09-15,391.840,40.271
2019-09-16,391.820,40.271
2019-09-17,391.810,40.062
2019-09-18,391.790,39.646
2019-09-19,391.800,39.854
2019-09-20,391.800,39.854
2019-09-21,391.810,40.062
2019-09-22,391.820,40.271
2019-09-23,391.830,40.480
2019-09-24,391.840,40.690
2019-09-25,391.840,40.690
2019-09-26,391.840,40.690
2019-09-27,391.830,40.480
2019-09-28,391.830,40.480
2019-09-29,391.820,40.271
2019-09-30,391.810,40.062
2019-10-01,391.810,40.062
2019-10-02,391.800,39.854
2019-10-03,391.790,39.646
2019-10-04,391.790,39.646
2019-10-05,391.780,39.438
2019-10-06,391.760,39.025
2019-10-07,391.750,38.819
2019-10-08,391.750,38.819
2019-10-09,391.730,38.409
2019-10-10,391.730,38.409
2019-10-11,391.720,38.205
2019-10-12,391.710,38.001
2019-10-13,391.670,37.190
2019-10-14,391.650,36.788
2019-10-15,391.660,36.989
2019-10-16,391.680,37.392
2019-10-17,391.690,37.595
2019-10-18,391.700,37.797
2019-10-19,391.700,37.797
2019-10-20,391.700,37.797
2019-10-21,391.710,38.001
2019-10-22,391.700,37.797
2019-10-23,391.700,37.797
2019-10-24,391.690,37.595
2019-10-25,391.670,37.392
2019-10-26,391.680,37.190
2019-10-27,391.660,37.190
2019-10-28,391.660,36.989
2019-10-29,391.650,36.788
2019-10-30,391.670,37.190
2019-10-31,391.680,37.392
2019-11-01,391.690,37.595
2019-11-02,391.710,38.001
2019-11-03,391.720,38.205
2019-11-04,391.720,38.205
2019-11-05,391.720,38.205
2019-11-06,391.720,38.205
2019-11-07,391.720,38.205
2019-11-08,391.710,38.001
2019-11-09,391.700,38.001
2019-11-10,391.700,39.438
2019-11-11,391.700,37.797
2019-11-12,391.690,37.595
2019-11-13,391.690,37.595
2019-11-14,391.690,37.595
2019-11-15,391.680,37.595
2019-11-16,391.680,37.392
2019-11-17,391.670,37.392
2019-11-18,391.680,37.392
2019-11-19,391.680,37.392
2019-11-20,391.670,37.190
2019-11-21,391.660,36.989
2019-11-22,391.650,36.788
2019-11-23,391.650,36.788
2019-11-24,391.630,36.388
2019-11-25,391.630,36.388
2019-11-26,391.630,36.388
2019-11-27,391.610,35.990
2019-11-28,391.600,35.990
2019-11-29,391.600,35.791
2019-11-30,391.600,35.593
2019-12-01,391.590,35.593
2019-12-02,391.580,35.396
2019-12-03,391.570,35.199
2019-12-04,391.570,35.199
2019-12-05,391.570,35.199
2019-12-06,391.550,34.807
2019-12-07,391.540,34.612
2019-12-08,391.530,34.417
2019-12-09,391.520,34.222
2019-12-10,391.510,34.028
2019-12-11,391.510,34.028
2019-12-12,391.500,33.835
2019-12-13,391.490,33.642
2019-12-14,391.480,33.450
2019-12-15,391.470,33.258
2019-12-16,391.460,33.067
2019-12-17,391.460,33.067
2019-12-18,391.460,33.067
2019-12-19,391.460,33.067
2019-12-20,391.450,32.876
2019-12-21,391.440,32.685
2019-12-22,391.440,32.685
2019-12-23,391.440,32.685
2019-12-24,391.430,32.496
2019-12-25,391.430,32.496
2019-12-26,391.420,32.306
2019-12-27,391.420,32.306
2019-12-28,391.420,32.306
2019-12-29,391.410,32.117
2019-12-30,391.410,32.117
2019-12-31,391.410,32.117
2020-01-01,391.410,32.117
2020-01-02,391.400,31.929
2020-01-03,391.400,31.929
2020-01-04,391.390,31.741
2020-01-05,391.390,31.741
2020-01-06,391.380,31.554
2020-01-07,391.380,31.554
2020-01-08,391.370,31.367
2020-01-09,391.370,31.367
2020-01-10,391.360,31.181
2020-01-11,391.350,30.995
2020-01-12,391.350,30.995
2020-01-13,391.350,30.995
2020-01-14,391.340,30.809
2020-01-15,391.330,30.624
2020-01-16,391.330,30.624
2020-01-17,391.320,30.440
2020-01-18,391.320,30.440
2020-01-19,391.320,30.440
2020-01-20,391.310,30.256
2020-01-21,391.300,30.073
2020-01-22,391.290,29.890
2020-01-23,391.290,29.890
2020-01-24,391.290,29.890
2020-01-25,391.280,29.708
2020-01-26,391.280,29.708
2020-01-27,391.270,29.526
2020-01-28,391.260,29.344
2020-01-29,391.250,29.164
2020-01-30,391.240,28.983
2020-01-31,391.240,28.983
2020-02-01,391.230,28.803
2020-02-02,391.220,28.624
2020-02-03,391.220,28.624
2020-02-04,391.210,28.445
2020-02-05,391.200,28.267
2020-02-06,391.190,28.089
2020-02-07,391.190,28.089
2020-02-08,391.180,27.912
2020-02-09,391.170,27.735
2020-02-10,391.160,27.558
2020-02-11,391.160,27.558
2020-02-12,391.160,27.558
2020-02-13,391.150,27.382
2020-02-14,391.140,27.207
2020-02-15,391.130,27.032
2020-02-16,391.130,27.032
2020-02-17,391.120,26.858
2020-02-18,391.110,26.684
2020-02-19,391.110,26.684
2020-02-20,391.100,26.511
2020-02-21,391.090,26.338
2020-02-22,391.090,26.338
2020-02-23,391.080,26.165
2020-02-24,391.070,25.994
2020-02-25,391.070,25.994
2020-02-26,391.060,25.822
2020-02-27,391.050,25.651
2020-02-28,391.050,25.651
2020-02-29,391.030,25.311
2020-03-01,391.030,25.311
2020-03-02,391.020,25.142
2020-03-03,391.010,24.973
2020-03-04,391.000,24.804
2020-03-05,391.000,24.804
2020-03-06,391.000,24.804
2020-03-07,390.990,24.637
2020-03-08,390.980,24.469
2020-03-09,390.980,24.469
2020-03-10,390.970,24.302
2020-03-11,390.960,24.136
2020-03-12,390.960,24.136
2020-03-13,390.950,23.970
2020-03-14,390.940,23.805
2020-03-15,390.930,23.640
2020-03-16,390.920,23.476
2020-03-17,390.920,23.476
2020-03-18,390.910,23.312
2020-03-19,390.910,23.312
2020-03-20,390.900,23.148
2020-03-21,390.890,22.986
2020-03-22,390.880,22.823
2020-03-23,390.880,22.823
2020-03-24,390.860,22.500
2020-03-25,390.850,22.339
2020-03-26,390.840,22.179
2020-03-27,390.840,22.179
2020-03-28,390.830,22.019
2020-03-29,390.820,21.859
2020-03-30,390.810,21.701
2020-03-31,390.790,21.384
2020-04-01,390.780,21.227
2020-04-02,390.780,21.227
2020-04-03,390.770,21.070
2020-04-04,390.750,20.758
2020-04-05,390.740,20.603
2020-04-06,390.740,20.603
2020-04-07,390.730,20.448
2020-04-08,390.730,20.448
2020-04-09,390.710,20.140
2020-04-10,390.710,20.140
2020-04-11,390.710,20.140
2020-04-12,390.700,19.986
2020-04-13,390.710,20.140
2020-04-14,390.710,20.140
2020-04-15,390.700,19.986
2020-04-16,390.690,19.833
2020-04-17,390.670,19.529
2020-04-18,390.670,19.529
2020-04-19,390.660,19.378
2020-04-20,390.670,19.529
2020-04-21,390.650,19.227
2020-04-22,390.640,19.076
2020-04-23,390.630,18.927
2020-04-24,390.630,18.927
2020-04-25,390.630,18.927
2020-04-26,390.710,20.140
2020-04-27,390.700,19.986
2020-04-28,390.710,20.140
2020-04-29,390.730,20.448
2020-04-30,390.720,20.293
2020-05-01,390.720,20.293
2020-05-02,390.720,20.293
2020-05-03,390.720,20.293
2020-05-04,390.710,20.140
2020-05-05,390.700,19.986
2020-05-06,390.680,19.681
2020-05-07,390.650,19.227
2020-05-08,390.660,19.378
2020-05-09,390.640,19.076
2020-05-10,390.650,19.227
2020-05-11,390.650,19.227
2020-05-12,390.640,19.076
2020-05-13,390.630,18.927
2020-05-14,390.630,18.927
2020-05-15,390.610,18.628
2020-05-16,390.570,18.038
2020-05-17,390.530,17.456
2020-05-18,390.490,16.881
2020-05-19,390.450,16.315
2020-05-20,390.420,15.895
2020-05-21,390.410,15.756
2020-05-22,390.390,15.480
2020-05-23,390.390,15.480
2020-05-24,390.370,15.206
2020-05-25,390.360,15.069
2020-05-26,390.350,14.934
2020-05-27,390.350,14.934
2020-05-28,390.350,14.934
2020-05-29,390.350,14.934
2020-05-30,390.370,15.206
2020-05-31,390.370,15.206
2020-06-01,390.360,15.069
2020-06-02,390.350,14.934
2020-06-03,390.390,15.480
2020-06-04,390.370,15.206
2020-06-05,390.360,15.069
2020-06-06,390.350,14.934
2020-06-07,390.340,14.798
2020-06-08,390.330,14.663
2020-06-09,390.320,14.529
2020-06-10,390.310,14.395
2020-06-11,390.310,14.395
2020-06-12,390.300,14.262
2020-06-13,390.310,14.395
2020-06-14,390.300,14.262
2020-06-15,390.290,14.129
2020-06-16,390.280,13.997
2020-06-17,390.290,14.129
2020-06-18,390.290,14.129
2020-06-19,390.290,14.129
2020-06-20,390.270,13.865
2020-06-21,390.270,13.865
2020-06-22,390.260,13.733
2020-06-23,390.260,13.733
2020-06-24,390.250,13.602
2020-06-25,390.250,13.602
2020-06-26,390.310,14.395
2020-06-27,390.310,14.395
2020-06-28,390.280,13.997
2020-06-29,390.260,13.733
2020-06-30,390.250,13.602
2020-07-01,390.240,13.472
2020-07-02,390.230,13.342
2020-07-03,390.230,13.342
2020-07-04,390.220,13.213
2020-07-05,390.210,13.084
2020-07-06,390.210,13.084
2020-07-07,390.210,13.084
2020-07-08,390.200,12.956
2020-07-09,390.200,12.956
2020-07-10,390.190,12.828
2020-07-11,390.180,12.700
2020-07-12,390.190,12.828
2020-07-13,390.190,12.828
2020-07-14,390.190,12.828
2020-07-15,390.180,12.700
2020-07-16,390.190,12.828
2020-07-17,390.160,12.447
2020-07-18,390.150,12.321
2020-07-19,390.150,12.321
2020-07-20,390.150,12.321
2020-07-21,390.140,12.196
2020-07-22,390.140,12.196
2020-07-23,390.130,12.071
2020-07-24,390.130,12.071
2020-07-25,390.090,11.577
2020-07-26,390.070,11.333
2020-07-27,390.080,11.454
2020-07-28,390.080,11.454
2020-07-29,390.060,11.211
2020-07-30,390.060,11.211
2020-07-31,390.060,11.211
2020-08-01,390.050,11.090
2020-08-02,390.200,12.956
2020-08-03,390.330,14.663
2020-08-04,390.400,15.618
2020-08-05,390.500,17.024
2020-08-06,390.580,18.185
2020-08-07,390.650,19.227
2020-08-08,390.720,20.293
2020-08-09,390.750,20.758
2020-08-10,390.780,21.227
2020-08-11,390.790,21.384
2020-08-12,390.790,21.384
2020-08-13,390.790,21.384
2020-08-14,390.790,21.384
2020-08-15,390.790,21.384
2020-08-16,390.790,21.384
2020-08-17,390.790,21.384
2020-08-18,390.810,21.701
2020-08-19,390.820,21.859
2020-08-20,390.850,22.339
2020-08-21,390.900,23.148
2020-08-22,390.950,23.970
2020-08-23,390.990,24.637
2020-08-24,391.040,25.481
2020-08-25,391.070,25.994
2020-08-26,391.110,26.684
2020-08-27,391.140,27.207
2020-08-28,391.140,27.207
2020-08-29,391.140,27.207
2020-08-30,391.150,27.382
2020-08-31,392.165,47.783
2020-09-01,392.701,60.634
2020-09-02,392.548,56.819
2020-09-03,392.584,57.707
2020-09-04,392.630,58.850
2020-09-05,392.665,59.726
2020-09-06,392.680,60.104
2020-09-07,392.670,59.852
2020-09-08,392.635,58.974
2020-09-09,392.600,58.103
2020-09-10,392.565,57.238
2020-09-11,392.512,55.939
2020-09-12,392.490,55.404
2020-09-13,392.470,54.920
2020-09-14,392.450,54.437
2020-09-15,392.400,53.241
2020-09-16,392.415,53.598
2020-09-17,392.390,53.003
2020-09-18,392.370,52.528
2020-09-19,392.350,52.056
2020-09-20,392.365,52.410
2020-09-21,392.350,52.056
2020-09-22,392.365,52.410
2020-09-23,392.365,52.410
2020-09-24,392.380,52.765
2020-09-25,392.390,53.003
2020-09-26,392.390,53.003
2020-09-27,392.390,53.003
2020-09-28,392.390,53.003
2020-09-29,392.380,52.765
2020-09-30,391.270,29.526
2020-10-01,391.260,29.344
2020-10-02,391.260,29.344
2020-10-03,391.250,29.164
2020-10-04,391.250,29.164
2020-10-05,391.250,29.164
2020-10-06,391.250,29.164
2020-10-07,391.250,29.164
2020-10-08,391.250,29.164
2020-10-09,391.240,28.983
2020-10-10,391.230,28.803
2020-10-11,391.230,28.803
2020-10-12,391.230,28.803
2020-10-13,391.220,28.624
2020-10-14,391.210,28.445
2020-10-15,391.200,28.267
2020-10-16,391.230,28.803
2020-10-17,391.230,28.803
2020-10-18,391.230,28.803
2020-10-19,391.230,28.803
2020-10-20,391.220,28.624
2020-10-21,391.230,28.803
2020-10-22,391.240,28.983
2020-10-23,391.290,29.890
2020-10-24,391.300,30.073
2020-10-25,391.300,30.073
2020-10-26,391.290,29.890
2020-10-27,391.290,29.890
2020-10-28,391.300,30.073
2020-10-29,391.310,30.256
2020-10-30,391.310,30.256
2020-10-31,391.310,30.256
2020-11-01,391.320,30.440
2020-11-02,391.310,30.256
2020-11-03,391.310,30.256
2020-11-04,391.360,31.181
2020-11-05,391.410,32.117
2020-11-06,391.450,32.876
2020-11-07,391.480,33.450
2020-11-08,391.500,33.835
2020-11-09,391.510,34.028
2020-11-10,391.520,34.222
2020-11-11,391.520,34.222
2020-11-12,391.530,34.417
2020-11-13,391.530,34.417
2020-11-14,391.530,34.417
2020-11-15,391.530,34.417
2020-11-16,391.530,34.417
2020-11-17,391.530,34.417
2020-11-18,391.520,34.222
2020-11-19,391.520,34.222
2020-11-20,391.520,34.222
2020-11-21,391.520,34.222
2020-11-22,391.510,34.028
2020-11-23,391.500,33.835
2020-11-24,391.490,33.642
2020-11-25,391.490,33.642
2020-11-26,391.480,33.450
2020-11-27,391.480,33.450
2020-11-28,391.470,33.258
2020-11-29,391.470,33.258
2020-11-30,391.450,32.876
2020-12-01,391.450,32.876
2020-12-02,391.430,32.496
2020-12-03,391.430,32.496
2020-12-04,391.420,32.306
2020-12-05,391.420,32.306
2020-12-06,391.420,32.306
2020-12-07,391.410,32.117
2020-12-08,391.410,32.117
2020-12-09,391.410,32.117
2020-12-10,391.390,31.741
2020-12-11,391.380,31.554
2020-12-12,391.380,31.554
2020-12-13,391.380,31.554
2020-12-14,391.370,31.367
2020-12-15,391.370,31.367
2020-12-16,391.370,31.367
2020-12-17,391.360,31.181
2020-12-18,391.360,31.181
2020-12-19,391.360,31.181
2020-12-20,391.350,30.995
2020-12-21,391.340,30.809
2020-12-22,391.330,30.624
2020-12-23,391.330,30.624
2020-12-24,391.320,30.440
2020-12-25,391.320,30.440
2020-12-26,391.310,30.256
2020-12-27,391.310,30.256
